filename,lamb_Q3,lamb_Q2,lamb_Q1,R1_Count,Wrong_Count,Non_R1_Count
n01440764_9678.JPEG,7.19375,4.3665,2.1795,73,5,2
n01440764_9695.JPEG,7.166,4.18,2.196,71,5,4
n01440764_9697.JPEG,9.0715,6.7515,5.366,76,3,1
n01440764_97.JPEG,7.074,4.9855,2.592,75,3,2
n01440764_9706.JPEG,6.898,3.374,1.7805,76,3,1
n01440764_9720.JPEG,8.681,7.3865,5.26375,73,5,2
n01440764_9747.JPEG,4.34275,1.6195,0.77425,50,22,8
n01440764_9749.JPEG,5.86375,1.5065,0.64825,67,6,7
n01440764_9753.JPEG,6.48625,4.653,3.498,75,3,2
n01440764_9766.JPEG,4.14975,1.0025,0.3795,63,12,5
n01440764_9772.JPEG,1.8615,1.216,0.958,34,4,42
n01440764_9776.JPEG,6.91625,4.4535,1.85575,70,6,4
n01440764_9779.JPEG,6.10475,2.957,1.7975,72,3,5
n01440764_9780.JPEG,9.8645,7.4,4.66525,72,5,3
n01440764_9788.JPEG,6.896,2.46,1.17725,75,3,2
n01440764_9799.JPEG,1.383,0.7965,0.4545,18,9,53
n01440764_9811.JPEG,6.03225,1.7775,0.7825,69,5,6
n01440764_9846.JPEG,9.87325,8.319,5.7025,71,9,0
n01440764_985.JPEG,9.87925,6.5975,2.2745,64,12,4
n01440764_9855.JPEG,7.31125,2.1485,1.2365,75,4,1
n01440764_9859.JPEG,6.228,2.8525,0.90375,50,16,14
n01440764_9861.JPEG,8.09,5.4965,1.84725,67,7,6
n01440764_9864.JPEG,7.32725,5.242,2.73175,75,4,1
n01440764_9866.JPEG,7.86625,5.0415,2.6195,63,8,9
n01440764_9875.JPEG,3.017,1.414,0.57475,58,10,12
n01440764_9885.JPEG,8.5545,4.747,3.1075,75,4,1
n01440764_9890.JPEG,5.11775,2.5705,0.8195,64,9,7
n01440764_9893.JPEG,5.67325,1.5675,0.767,62,15,3
n01440764_9898.JPEG,5.1855,1.4425,0.68,36,38,6
n01440764_9914.JPEG,6.0135,4.269,1.414,56,16,8
n01440764_9929.JPEG,8.89775,6.901,3.0845,66,7,7
n01440764_993.JPEG,5.303,3.641,0.906,64,11,5
n01440764_9931.JPEG,6.26325,3.438,1.92475,79,1,0
n01440764_9939.JPEG,6.6885,4.206,2.14625,75,3,2
n01440764_9940.JPEG,5.22675,2.4905,0.801,63,11,6
n01440764_9962.JPEG,8.7155,4.3975,2.717,74,5,1
n01440764_9966.JPEG,6.6225,4.358,2.06825,73,2,5
n01440764_9973.JPEG,8.2595,5.2335,2.97875,76,3,1
n01440764_9981.JPEG,9.22275,6.481,4.1425,73,5,2
