filename,swin_b,swin_s,swin_t,ViTB16,ViTB32,ViTH14,ViTL16,ViTL32,MaxVit,swin_v2_b,swin_v2_s,swin_v2_t
n01440764_9776.JPEG,2.887,2.378,1.269,1.014,6.454,1.169,10.425,5.439,8.033,4.816,3.703,3.523
n01440764_9779.JPEG,4.727,4.391,5.667,0.16,8.891,2.331,8.053,5.629,7.106,4.108,3.271,4.392
n01440764_9780.JPEG,8.544,11.318,9.262,0.726,4.489,1.73,10.689,5.562,7.323,7.049,7.429,10.159
n01440764_9788.JPEG,1.981,1.661,0.723,1.115,7.116,0.912,10.159,3.77,7.903,2.012,1.387,2.244
n01440764_9799.JPEG,0.822,0.291,1.549,0.24,1.401,0.517,7.117,2.239,5.341,0.991,0.441,0.413
n01440764_9811.JPEG,2.765,0.746,2.054,0.11,7.785,0.638,10.475,7.941,9.2,3.171,2.627,1.641
n01440764_9846.JPEG,9.613,8.334,7.821,1.013,9.38,0.692,10.308,5.722,6.881,7.122,5.618,8.215
n01440764_985.JPEG,5.163,5.674,7.013,0.742,10.284,0.443,10.517,2.58,6.434,1.533,4.053,0.824
n01440764_9855.JPEG,0.967,0.256,1.016,2.443,10.203,1.368,11.113,7.617,6.701,1.551,1.229,2.139
n01440764_9859.JPEG,5.312,6.158,2.284,0.498,3.21,1.239,10.628,4.533,7.308,6.871,6.596,3.77
n01440764_9861.JPEG,7.463,7.374,7.003,0.663,1.33,0.698,7.915,3.827,6.517,8.309,8.03,6.501
n01440764_9864.JPEG,4.677,4.12,5.724,0.721,7.18,0.816,10.687,7.59,7.003,5.719,4.037,4.767
n01440764_9866.JPEG,8.388,7.648,6.517,1.468,8.035,0.579,10.494,6.986,7.906,7.628,6.1,6.738
n01440764_9875.JPEG,2.815,1.045,0.691,0.183,9.302,3.743,7.016,2.226,4.993,4.227,3.212,1.892
n01440764_9885.JPEG,4.414,1.284,4.095,2.528,9.781,0.54,9.705,10.118,8.658,5.98,4.779,4.066
n01440764_9890.JPEG,4.816,5.581,1.013,0.779,4.269,1.016,8.928,2.394,1.739,3.349,3.062,4.338
n01440764_9893.JPEG,0.706,0.11,0.32,0.032,7.615,0.593,10.579,5.38,7.735,0.863,0.868,2.733
n01440764_9898.JPEG,4.242,8.315,0.42,2.161,9.801,2.196,9.638,7.648,9.427,4.363,0.854,4.844
n01440764_9914.JPEG,7.096,6.048,6.176,1.322,10.854,3.498,11.086,4.801,8.582,4.868,5.238,3.444
n01440764_9929.JPEG,4.966,4.262,5.028,1.896,10.976,0.557,10.831,7.088,8.528,6.387,5.886,7.193
n01440764_993.JPEG,6.596,4.662,2.614,0.114,6.622,0.366,8.825,6.208,8.105,6.061,4.305,4.026
n01440764_9931.JPEG,3.049,1.256,3.012,2.368,8.179,2.886,10.208,6.232,5.767,2.235,2.331,3.697
n01440764_9939.JPEG,5.034,3.518,3.501,1.486,6.542,0.841,10.95,2.441,8.701,5.414,4.063,4.423
n01440764_9940.JPEG,3.812,2.324,3.24,0.497,2.63,0.904,11.01,5.201,6.319,3.38,1.692,1.467
n01440764_9962.JPEG,6.172,5.398,3.992,0.176,10.09,0.41,10.53,5.582,8.537,2.859,1.009,2.641
n01440764_9966.JPEG,6.326,6.498,6.096,0.292,6.83,0.538,7.746,2.124,7.757,6.562,6.558,5.072
n01440764_9973.JPEG,7.222,6.027,3.481,0.105,3.612,0.217,10.485,4.576,8.33,5.948,5.042,5.327
n01440764_9981.JPEG,5.541,3.87,6.029,1.334,7.133,1.284,10.866,5.368,8.983,6.499,4.988,6.421
